duty_station_state,duty_station_state_abbreviation,count_sum,pay_numeric_mean,pay_numeric_median,length_of_service_years_mean
NO DATA REPORTED,MS,0,,,
NO DATA REPORTED,MT,0,,,
NO DATA REPORTED,NC,0,,,
NO DATA REPORTED,ND,0,,,
NO DATA REPORTED,NDR,14495,89648.96,76403.0,9.3
NO DATA REPORTED,NE,0,,,
NO DATA REPORTED,NH,0,,,
NO DATA REPORTED,NJ,0,,,
NO DATA REPORTED,NM,0,,,
NO DATA REPORTED,NV,0,,,
NO DATA REPORTED,NY,0,,,
NO DATA REPORTED,OH,0,,,
NO DATA REPORTED,OK,0,,,
NO DATA REPORTED,OR,0,,,
NO DATA REPORTED,PA,0,,,
NO DATA REPORTED,REDACTED,0,,,
NO DATA REPORTED,RI,0,,,
NO DATA REPORTED,SC,0,,,
NO DATA REPORTED,SD,0,,,
NO DATA REPORTED,TN,0,,,
NO DATA REPORTED,TX,0,,,
NO DATA REPORTED,UT,0,,,
NO DATA REPORTED,VA,0,,,
NO DATA REPORTED,VT,0,,,
NO DATA REPORTED,WA,0,,,
NO DATA REPORTED,WI,0,,,
NO DATA REPORTED,WV,0,,,
NO DATA REPORTED,WY,0,,,
NORTH CAROLINA,*,0,,,
NORTH CAROLINA,AK,0,,,
NORTH CAROLINA,AL,0,,,
NORTH CAROLINA,AR,0,,,
NORTH CAROLINA,AZ,0,,,
NORTH CAROLINA,CA,0,,,
NORTH CAROLINA,CO,0,,,
NORTH CAROLINA,CT,0,,,
NORTH CAROLINA,DC,0,,,
NORTH CAROLINA,DE,0,,,
NORTH CAROLINA,FL,0,,,
NORTH CAROLINA,GA,0,,,
NORTH CAROLINA,HI,0,,,
NORTH CAROLINA,IA,0,,,
NORTH CAROLINA,ID,0,,,
NORTH CAROLINA,IL,0,,,
NORTH CAROLINA,IN,0,,,
NORTH CAROLINA,KS,0,,,
NORTH CAROLINA,KY,0,,,
NORTH CAROLINA,LA,0,,,
NORTH CAROLINA,MA,0,,,
NORTH CAROLINA,MD,0,,,
NORTH CAROLINA,ME,0,,,
NORTH CAROLINA,MI,0,,,
NORTH CAROLINA,MN,0,,,
NORTH CAROLINA,MO,0,,,
NORTH CAROLINA,MS,0,,,
NORTH CAROLINA,MT,0,,,
NORTH CAROLINA,NC,27439,111268.36,99659.0,11.15
NORTH CAROLINA,ND,0,,,
NORTH CAROLINA,NDR,0,,,
NORTH CAROLINA,NE,0,,,
NORTH CAROLINA,NH,0,,,
NORTH CAROLINA,NJ,0,,,
NORTH CAROLINA,NM,0,,,
NORTH CAROLINA,NV,0,,,
NORTH CAROLINA,NY,0,,,
NORTH CAROLINA,OH,0,,,
NORTH CAROLINA,OK,0,,,
NORTH CAROLINA,OR,0,,,
NORTH CAROLINA,PA,0,,,
NORTH CAROLINA,REDACTED,0,,,
NORTH CAROLINA,RI,0,,,
NORTH CAROLINA,SC,0,,,
NORTH CAROLINA,SD,0,,,
NORTH CAROLINA,TN,0,,,
NORTH CAROLINA,TX,0,,,
NORTH CAROLINA,UT,0,,,
NORTH CAROLINA,VA,0,,,
NORTH CAROLINA,VT,0,,,
NORTH CAROLINA,WA,0,,,
NORTH CAROLINA,WI,0,,,
NORTH CAROLINA,WV,0,,,
NORTH CAROLINA,WY,0,,,
NORTH DAKOTA,*,0,,,
NORTH DAKOTA,AK,0,,,
NORTH DAKOTA,AL,0,,,
NORTH DAKOTA,AR,0,,,
NORTH DAKOTA,AZ,0,,,
NORTH DAKOTA,CA,0,,,
NORTH DAKOTA,CO,0,,,
NORTH DAKOTA,CT,0,,,
NORTH DAKOTA,DC,0,,,
NORTH DAKOTA,DE,0,,,
NORTH DAKOTA,FL,0,,,
NORTH DAKOTA,GA,0,,,
NORTH DAKOTA,HI,0,,,
NORTH DAKOTA,IA,0,,,
NORTH DAKOTA,ID,0,,,
NORTH DAKOTA,IL,0,,,
NORTH DAKOTA,IN,0,,,
NORTH DAKOTA,KS,0,,,
NORTH DAKOTA,KY,0,,,
NORTH DAKOTA,LA,0,,,
NORTH DAKOTA,MA,0,,,
NORTH DAKOTA,MD,0,,,
NORTH DAKOTA,ME,0,,,
NORTH DAKOTA,MI,0,,,
NORTH DAKOTA,MN,0,,,
NORTH DAKOTA,MO,0,,,
NORTH DAKOTA,MS,0,,,
NORTH DAKOTA,MT,0,,,
NORTH DAKOTA,NC,0,,,
NORTH DAKOTA,ND,3656,94962.62,87005.0,11.22
NORTH DAKOTA,NDR,0,,,
NORTH DAKOTA,NE,0,,,
NORTH DAKOTA,NH,0,,,
NORTH DAKOTA,NJ,0,,,
NORTH DAKOTA,NM,0,,,
NORTH DAKOTA,NV,0,,,
NORTH DAKOTA,NY,0,,,
NORTH DAKOTA,OH,0,,,
NORTH DAKOTA,OK,0,,,
NORTH DAKOTA,OR,0,,,
NORTH DAKOTA,PA,0,,,
NORTH DAKOTA,REDACTED,0,,,
NORTH DAKOTA,RI,0,,,
NORTH DAKOTA,SC,0,,,
NORTH DAKOTA,SD,0,,,
NORTH DAKOTA,TN,0,,,
NORTH DAKOTA,TX,0,,,
NORTH DAKOTA,UT,0,,,
NORTH DAKOTA,VA,0,,,
NORTH DAKOTA,VT,0,,,
NORTH DAKOTA,WA,0,,,
NORTH DAKOTA,WI,0,,,
NORTH DAKOTA,WV,0,,,
NORTH DAKOTA,WY,0,,,
OHIO,*,0,,,
OHIO,AK,0,,,
OHIO,AL,0,,,
OHIO,AR,0,,,
OHIO,AZ,0,,,
OHIO,CA,0,,,
OHIO,CO,0,,,
OHIO,CT,0,,,
OHIO,DC,0,,,
OHIO,DE,0,,,
OHIO,FL,0,,,
OHIO,GA,0,,,
OHIO,HI,0,,,
OHIO,IA,0,,,
OHIO,ID,0,,,
OHIO,IL,0,,,
OHIO,IN,0,,,
OHIO,KS,0,,,
OHIO,KY,0,,,
OHIO,LA,0,,,
OHIO,MA,0,,,
OHIO,MD,0,,,
OHIO,ME,0,,,
OHIO,MI,0,,,
OHIO,MN,0,,,
OHIO,MO,0,,,
OHIO,MS,0,,,
OHIO,MT,0,,,
OHIO,NC,0,,,
OHIO,ND,0,,,
OHIO,NDR,0,,,
OHIO,NE,0,,,
OHIO,NH,0,,,
OHIO,NJ,0,,,
OHIO,NM,0,,,
OHIO,NV,0,,,
OHIO,NY,0,,,
OHIO,OH,26639,112531.26,103786.0,11.62
OHIO,OK,0,,,
OHIO,OR,0,,,
OHIO,PA,0,,,
OHIO,REDACTED,0,,,
OHIO,RI,0,,,
OHIO,SC,0,,,
OHIO,SD,0,,,
OHIO,TN,0,,,
OHIO,TX,0,,,
OHIO,UT,0,,,
OHIO,VA,0,,,
OHIO,VT,0,,,
OHIO,WA,0,,,
OHIO,WI,0,,,
OHIO,WV,0,,,
OHIO,WY,0,,,
OKLAHOMA,*,0,,,
OKLAHOMA,AK,0,,,
OKLAHOMA,AL,0,,,
OKLAHOMA,AR,0,,,
OKLAHOMA,AZ,0,,,
OKLAHOMA,CA,0,,,
OKLAHOMA,CO,0,,,
OKLAHOMA,CT,0,,,
OKLAHOMA,DC,0,,,
OKLAHOMA,DE,0,,,
OKLAHOMA,FL,0,,,
OKLAHOMA,GA,0,,,
OKLAHOMA,HI,0,,,
OKLAHOMA,IA,0,,,
OKLAHOMA,ID,0,,,
OKLAHOMA,IL,0,,,
OKLAHOMA,IN,0,,,
OKLAHOMA,KS,0,,,
OKLAHOMA,KY,0,,,
OKLAHOMA,LA,0,,,
OKLAHOMA,MA,0,,,
OKLAHOMA,MD,0,,,
OKLAHOMA,ME,0,,,
OKLAHOMA,MI,0,,,
OKLAHOMA,MN,0,,,
OKLAHOMA,MO,0,,,
OKLAHOMA,MS,0,,,
OKLAHOMA,MT,0,,,
OKLAHOMA,NC,0,,,
OKLAHOMA,ND,0,,,
OKLAHOMA,NDR,0,,,
OKLAHOMA,NE,0,,,
OKLAHOMA,NH,0,,,
OKLAHOMA,NJ,0,,,
OKLAHOMA,NM,0,,,
OKLAHOMA,NV,0,,,
OKLAHOMA,NY,0,,,
OKLAHOMA,OH,0,,,
OKLAHOMA,OK,15108,104936.89,95834.5,11.8
OKLAHOMA,OR,0,,,
OKLAHOMA,PA,0,,,
OKLAHOMA,REDACTED,0,,,
OKLAHOMA,RI,0,,,
OKLAHOMA,SC,0,,,
OKLAHOMA,SD,0,,,
OKLAHOMA,TN,0,,,
OKLAHOMA,TX,0,,,
OKLAHOMA,UT,0,,,
OKLAHOMA,VA,0,,,
OKLAHOMA,VT,0,,,
OKLAHOMA,WA,0,,,
OKLAHOMA,WI,0,,,
OKLAHOMA,WV,0,,,
OKLAHOMA,WY,0,,,
OREGON,*,0,,,
OREGON,AK,0,,,
OREGON,AL,0,,,
OREGON,AR,0,,,
OREGON,AZ,0,,,
OREGON,CA,0,,,
OREGON,CO,0,,,
OREGON,CT,0,,,
OREGON,DC,0,,,
OREGON,DE,0,,,
OREGON,FL,0,,,
OREGON,GA,0,,,
OREGON,HI,0,,,
OREGON,IA,0,,,
OREGON,ID,0,,,
OREGON,IL,0,,,
OREGON,IN,0,,,
OREGON,KS,0,,,
OREGON,KY,0,,,
OREGON,LA,0,,,
OREGON,MA,0,,,
OREGON,MD,0,,,
OREGON,ME,0,,,
OREGON,MI,0,,,
OREGON,MN,0,,,
OREGON,MO,0,,,
OREGON,MS,0,,,
OREGON,MT,0,,,
OREGON,NC,0,,,
OREGON,ND,0,,,
OREGON,NDR,0,,,
OREGON,NE,0,,,
OREGON,NH,0,,,
OREGON,NJ,0,,,
OREGON,NM,0,,,
OREGON,NV,0,,,
OREGON,NY,0,,,
OREGON,OH,0,,,
OREGON,OK,0,,,
OREGON,OR,15177,105851.06,95488.0,11.54
OREGON,PA,0,,,
OREGON,REDACTED,0,,,
OREGON,RI,0,,,
OREGON,SC,0,,,
OREGON,SD,0,,,
OREGON,TN,0,,,
OREGON,TX,0,,,
OREGON,UT,0,,,
OREGON,VA,0,,,
OREGON,VT,0,,,
OREGON,WA,0,,,
OREGON,WI,0,,,
OREGON,WV,0,,,
OREGON,WY,0,,,
PENNSYLVANIA,*,0,,,
PENNSYLVANIA,AK,0,,,
PENNSYLVANIA,AL,0,,,
PENNSYLVANIA,AR,0,,,
PENNSYLVANIA,AZ,0,,,
PENNSYLVANIA,CA,0,,,
PENNSYLVANIA,CO,0,,,
PENNSYLVANIA,CT,0,,,
PENNSYLVANIA,DC,0,,,
PENNSYLVANIA,DE,0,,,
PENNSYLVANIA,FL,0,,,
PENNSYLVANIA,GA,0,,,
PENNSYLVANIA,HI,0,,,
PENNSYLVANIA,IA,0,,,
PENNSYLVANIA,ID,0,,,
PENNSYLVANIA,IL,0,,,
PENNSYLVANIA,IN,0,,,
PENNSYLVANIA,KS,0,,,
PENNSYLVANIA,KY,0,,,
PENNSYLVANIA,LA,0,,,
PENNSYLVANIA,MA,0,,,
PENNSYLVANIA,MD,0,,,
PENNSYLVANIA,ME,0,,,
PENNSYLVANIA,MI,0,,,
PENNSYLVANIA,MN,0,,,
PENNSYLVANIA,MO,0,,,
PENNSYLVANIA,MS,0,,,
PENNSYLVANIA,MT,0,,,
PENNSYLVANIA,NC,0,,,
PENNSYLVANIA,ND,0,,,
PENNSYLVANIA,NDR,0,,,
PENNSYLVANIA,NE,0,,,
PENNSYLVANIA,NH,0,,,
PENNSYLVANIA,NJ,0,,,
PENNSYLVANIA,NM,0,,,
PENNSYLVANIA,NV,0,,,
PENNSYLVANIA,NY,0,,,
PENNSYLVANIA,OH,0,,,
PENNSYLVANIA,OK,0,,,
PENNSYLVANIA,OR,0,,,
PENNSYLVANIA,PA,37707,104459.25,92022.5,12.09
PENNSYLVANIA,REDACTED,0,,,
PENNSYLVANIA,RI,0,,,
PENNSYLVANIA,SC,0,,,
PENNSYLVANIA,SD,0,,,
PENNSYLVANIA,TN,0,,,
PENNSYLVANIA,TX,0,,,
PENNSYLVANIA,UT,0,,,
PENNSYLVANIA,VA,0,,,
PENNSYLVANIA,VT,0,,,
PENNSYLVANIA,WA,0,,,
PENNSYLVANIA,WI,0,,,
PENNSYLVANIA,WV,0,,,
PENNSYLVANIA,WY,0,,,
REDACTED,*,0,,,
REDACTED,AK,0,,,
REDACTED,AL,0,,,
REDACTED,AR,0,,,
REDACTED,AZ,0,,,
REDACTED,CA,0,,,
REDACTED,CO,0,,,
REDACTED,CT,0,,,
REDACTED,DC,0,,,
REDACTED,DE,0,,,
REDACTED,FL,0,,,
REDACTED,GA,0,,,
REDACTED,HI,0,,,
REDACTED,IA,0,,,
REDACTED,ID,0,,,
REDACTED,IL,0,,,
REDACTED,IN,0,,,
REDACTED,KS,0,,,
REDACTED,KY,0,,,
REDACTED,LA,0,,,
REDACTED,MA,0,,,
REDACTED,MD,0,,,
REDACTED,ME,0,,,
REDACTED,MI,0,,,
REDACTED,MN,0,,,
REDACTED,MO,0,,,
REDACTED,MS,0,,,
REDACTED,MT,0,,,
REDACTED,NC,0,,,
REDACTED,ND,0,,,
REDACTED,NDR,0,,,
REDACTED,NE,0,,,
REDACTED,NH,0,,,
REDACTED,NJ,0,,,
REDACTED,NM,0,,,
REDACTED,NV,0,,,
REDACTED,NY,0,,,
REDACTED,OH,0,,,
REDACTED,OK,0,,,
REDACTED,OR,0,,,
REDACTED,PA,0,,,
REDACTED,REDACTED,983297,,,11.97
REDACTED,RI,0,,,
REDACTED,SC,0,,,
REDACTED,SD,0,,,
REDACTED,TN,0,,,
REDACTED,TX,0,,,
REDACTED,UT,0,,,
REDACTED,VA,0,,,
REDACTED,VT,0,,,
REDACTED,WA,0,,,
REDACTED,WI,0,,,
REDACTED,WV,0,,,
REDACTED,WY,0,,,
RHODE ISLAND,*,0,,,
RHODE ISLAND,AK,0,,,
RHODE ISLAND,AL,0,,,
RHODE ISLAND,AR,0,,,
RHODE ISLAND,AZ,0,,,
RHODE ISLAND,CA,0,,,
RHODE ISLAND,CO,0,,,
RHODE ISLAND,CT,0,,,
RHODE ISLAND,DC,0,,,
RHODE ISLAND,DE,0,,,
RHODE ISLAND,FL,0,,,
RHODE ISLAND,GA,0,,,
RHODE ISLAND,HI,0,,,
RHODE ISLAND,IA,0,,,
RHODE ISLAND,ID,0,,,
RHODE ISLAND,IL,0,,,
RHODE ISLAND,IN,0,,,
RHODE ISLAND,KS,0,,,
RHODE ISLAND,KY,0,,,
RHODE ISLAND,LA,0,,,
RHODE ISLAND,MA,0,,,
RHODE ISLAND,MD,0,,,
RHODE ISLAND,ME,0,,,
RHODE ISLAND,MI,0,,,
RHODE ISLAND,MN,0,,,
RHODE ISLAND,MO,0,,,
RHODE ISLAND,MS,0,,,
RHODE ISLAND,MT,0,,,
RHODE ISLAND,NC,0,,,
RHODE ISLAND,ND,0,,,
RHODE ISLAND,NDR,0,,,
RHODE ISLAND,NE,0,,,
RHODE ISLAND,NH,0,,,
RHODE ISLAND,NJ,0,,,
RHODE ISLAND,NM,0,,,
RHODE ISLAND,NV,0,,,
RHODE ISLAND,NY,0,,,
RHODE ISLAND,OH,0,,,
RHODE ISLAND,OK,0,,,
RHODE ISLAND,OR,0,,,
RHODE ISLAND,PA,0,,,
RHODE ISLAND,REDACTED,0,,,
RHODE ISLAND,RI,3065,118286.92,110410.0,10.65
RHODE ISLAND,SC,0,,,
RHODE ISLAND,SD,0,,,
RHODE ISLAND,TN,0,,,
RHODE ISLAND,TX,0,,,
RHODE ISLAND,UT,0,,,
RHODE ISLAND,VA,0,,,
RHODE ISLAND,VT,0,,,
RHODE ISLAND,WA,0,,,
RHODE ISLAND,WI,0,,,
RHODE ISLAND,WV,0,,,
RHODE ISLAND,WY,0,,,
SOUTH CAROLINA,*,0,,,
SOUTH CAROLINA,AK,0,,,
SOUTH CAROLINA,AL,0,,,
SOUTH CAROLINA,AR,0,,,
SOUTH CAROLINA,AZ,0,,,
SOUTH CAROLINA,CA,0,,,
SOUTH CAROLINA,CO,0,,,
SOUTH CAROLINA,CT,0,,,
SOUTH CAROLINA,DC,0,,,
SOUTH CAROLINA,DE,0,,,
SOUTH CAROLINA,FL,0,,,
SOUTH CAROLINA,GA,0,,,
SOUTH CAROLINA,HI,0,,,
SOUTH CAROLINA,IA,0,,,
SOUTH CAROLINA,ID,0,,,
SOUTH CAROLINA,IL,0,,,
SOUTH CAROLINA,IN,0,,,
SOUTH CAROLINA,KS,0,,,
SOUTH CAROLINA,KY,0,,,
SOUTH CAROLINA,LA,0,,,
SOUTH CAROLINA,MA,0,,,
SOUTH CAROLINA,MD,0,,,
SOUTH CAROLINA,ME,0,,,
SOUTH CAROLINA,MI,0,,,
SOUTH CAROLINA,MN,0,,,
SOUTH CAROLINA,MO,0,,,
SOUTH CAROLINA,MS,0,,,
SOUTH CAROLINA,MT,0,,,
SOUTH CAROLINA,NC,0,,,
SOUTH CAROLINA,ND,0,,,
SOUTH CAROLINA,NDR,0,,,
SOUTH CAROLINA,NE,0,,,
SOUTH CAROLINA,NH,0,,,
SOUTH CAROLINA,NJ,0,,,
SOUTH CAROLINA,NM,0,,,
SOUTH CAROLINA,NV,0,,,
SOUTH CAROLINA,NY,0,,,
SOUTH CAROLINA,OH,0,,,
SOUTH CAROLINA,OK,0,,,
SOUTH CAROLINA,OR,0,,,
SOUTH CAROLINA,PA,0,,,
SOUTH CAROLINA,REDACTED,0,,,
SOUTH CAROLINA,RI,0,,,
SOUTH CAROLINA,SC,12899,103654.92,91576.0,11.24
SOUTH CAROLINA,SD,0,,,
SOUTH CAROLINA,TN,0,,,
SOUTH CAROLINA,TX,0,,,
SOUTH CAROLINA,UT,0,,,
SOUTH CAROLINA,VA,0,,,
SOUTH CAROLINA,VT,0,,,
SOUTH CAROLINA,WA,0,,,
SOUTH CAROLINA,WI,0,,,
SOUTH CAROLINA,WV,0,,,
SOUTH CAROLINA,WY,0,,,
SOUTH DAKOTA,*,0,,,
SOUTH DAKOTA,AK,0,,,
SOUTH DAKOTA,AL,0,,,
SOUTH DAKOTA,AR,0,,,
SOUTH DAKOTA,AZ,0,,,
SOUTH DAKOTA,CA,0,,,
SOUTH DAKOTA,CO,0,,,
SOUTH DAKOTA,CT,0,,,
SOUTH DAKOTA,DC,0,,,
SOUTH DAKOTA,DE,0,,,
SOUTH DAKOTA,FL,0,,,
SOUTH DAKOTA,GA,0,,,
SOUTH DAKOTA,HI,0,,,
SOUTH DAKOTA,IA,0,,,
SOUTH DAKOTA,ID,0,,,
SOUTH DAKOTA,IL,0,,,
SOUTH DAKOTA,IN,0,,,
SOUTH DAKOTA,KS,0,,,
SOUTH DAKOTA,KY,0,,,
SOUTH DAKOTA,LA,0,,,
SOUTH DAKOTA,MA,0,,,
SOUTH DAKOTA,MD,0,,,
SOUTH DAKOTA,ME,0,,,
SOUTH DAKOTA,MI,0,,,
SOUTH DAKOTA,MN,0,,,
SOUTH DAKOTA,MO,0,,,
SOUTH DAKOTA,MS,0,,,
SOUTH DAKOTA,MT,0,,,
SOUTH DAKOTA,NC,0,,,
SOUTH DAKOTA,ND,0,,,
SOUTH DAKOTA,NDR,0,,,
SOUTH DAKOTA,NE,0,,,
SOUTH DAKOTA,NH,0,,,
SOUTH DAKOTA,NJ,0,,,
SOUTH DAKOTA,NM,0,,,
SOUTH DAKOTA,NV,0,,,
SOUTH DAKOTA,NY,0,,,
SOUTH DAKOTA,OH,0,,,
SOUTH DAKOTA,OK,0,,,
SOUTH DAKOTA,OR,0,,,
SOUTH DAKOTA,PA,0,,,
SOUTH DAKOTA,REDACTED,0,,,
SOUTH DAKOTA,RI,0,,,
SOUTH DAKOTA,SC,0,,,
SOUTH DAKOTA,SD,6799,91934.34,81629.0,11.42
SOUTH DAKOTA,TN,0,,,
SOUTH DAKOTA,TX,0,,,
SOUTH DAKOTA,UT,0,,,
SOUTH DAKOTA,VA,0,,,
SOUTH DAKOTA,VT,0,,,
SOUTH DAKOTA,WA,0,,,
SOUTH DAKOTA,WI,0,,,
SOUTH DAKOTA,WV,0,,,
SOUTH DAKOTA,WY,0,,,
TENNESSEE,*,0,,,
TENNESSEE,AK,0,,,
TENNESSEE,AL,0,,,
TENNESSEE,AR,0,,,
TENNESSEE,AZ,0,,,
TENNESSEE,CA,0,,,
TENNESSEE,CO,0,,,
TENNESSEE,CT,0,,,
TENNESSEE,DC,0,,,
TENNESSEE,DE,0,,,
TENNESSEE,FL,0,,,
TENNESSEE,GA,0,,,
TENNESSEE,HI,0,,,
TENNESSEE,IA,0,,,
TENNESSEE,ID,0,,,
TENNESSEE,IL,0,,,
TENNESSEE,IN,0,,,
TENNESSEE,KS,0,,,
TENNESSEE,KY,0,,,
TENNESSEE,LA,0,,,
TENNESSEE,MA,0,,,
TENNESSEE,MD,0,,,
TENNESSEE,ME,0,,,
TENNESSEE,MI,0,,,
TENNESSEE,MN,0,,,
TENNESSEE,MO,0,,,
TENNESSEE,MS,0,,,
TENNESSEE,MT,0,,,
TENNESSEE,NC,0,,,
TENNESSEE,ND,0,,,
TENNESSEE,NDR,0,,,
TENNESSEE,NE,0,,,
TENNESSEE,NH,0,,,
TENNESSEE,NJ,0,,,
TENNESSEE,NM,0,,,
TENNESSEE,NV,0,,,
TENNESSEE,NY,0,,,
TENNESSEE,OH,0,,,
TENNESSEE,OK,0,,,
TENNESSEE,OR,0,,,
TENNESSEE,PA,0,,,
TENNESSEE,REDACTED,0,,,
TENNESSEE,RI,0,,,
TENNESSEE,SC,0,,,
TENNESSEE,SD,0,,,
TENNESSEE,TN,23116,98954.39,81331.0,10.89
TENNESSEE,TX,0,,,
TENNESSEE,UT,0,,,
TENNESSEE,VA,0,,,
TENNESSEE,VT,0,,,
TENNESSEE,WA,0,,,
TENNESSEE,WI,0,,,
TENNESSEE,WV,0,,,
TENNESSEE,WY,0,,,
TEXAS,*,0,,,
TEXAS,AK,0,,,
TEXAS,AL,0,,,
TEXAS,AR,0,,,
TEXAS,AZ,0,,,
TEXAS,CA,0,,,
TEXAS,CO,0,,,
TEXAS,CT,0,,,
TEXAS,DC,0,,,
TEXAS,DE,0,,,
TEXAS,FL,0,,,
TEXAS,GA,0,,,
TEXAS,HI,0,,,
TEXAS,IA,0,,,
TEXAS,ID,0,,,
TEXAS,IL,0,,,
TEXAS,IN,0,,,
TEXAS,KS,0,,,
TEXAS,KY,0,,,
TEXAS,LA,0,,,
TEXAS,MA,0,,,
TEXAS,MD,0,,,
TEXAS,ME,0,,,
TEXAS,MI,0,,,
TEXAS,MN,0,,,
TEXAS,MO,0,,,
TEXAS,MS,0,,,
TEXAS,MT,0,,,
TEXAS,NC,0,,,
TEXAS,ND,0,,,
TEXAS,NDR,0,,,
TEXAS,NE,0,,,
TEXAS,NH,0,,,
TEXAS,NJ,0,,,
TEXAS,NM,0,,,
TEXAS,NV,0,,,
TEXAS,NY,0,,,
TEXAS,OH,0,,,
TEXAS,OK,0,,,
TEXAS,OR,0,,,
TEXAS,PA,0,,,
TEXAS,REDACTED,0,,,
TEXAS,RI,0,,,
TEXAS,SC,0,,,
TEXAS,SD,0,,,
TEXAS,TN,0,,,
TEXAS,TX,75313,109982.48,100225.0,12.02
TEXAS,UT,0,,,
TEXAS,VA,0,,,
TEXAS,VT,0,,,
TEXAS,WA,0,,,
TEXAS,WI,0,,,
TEXAS,WV,0,,,
TEXAS,WY,0,,,
UTAH,*,0,,,
UTAH,AK,0,,,
UTAH,AL,0,,,
UTAH,AR,0,,,
UTAH,AZ,0,,,
UTAH,CA,0,,,
UTAH,CO,0,,,
UTAH,CT,0,,,
UTAH,DC,0,,,
UTAH,DE,0,,,
UTAH,FL,0,,,
UTAH,GA,0,,,
UTAH,HI,0,,,
UTAH,IA,0,,,
UTAH,ID,0,,,
UTAH,IL,0,,,
UTAH,IN,0,,,
UTAH,KS,0,,,
UTAH,KY,0,,,
UTAH,LA,0,,,
UTAH,MA,0,,,
UTAH,MD,0,,,
UTAH,ME,0,,,
UTAH,MI,0,,,
UTAH,MN,0,,,
UTAH,MO,0,,,
UTAH,MS,0,,,
UTAH,MT,0,,,
UTAH,NC,0,,,
UTAH,ND,0,,,
UTAH,NDR,0,,,
UTAH,NE,0,,,
UTAH,NH,0,,,
UTAH,NJ,0,,,
UTAH,NM,0,,,
UTAH,NV,0,,,
UTAH,NY,0,,,
UTAH,OH,0,,,
UTAH,OK,0,,,
UTAH,OR,0,,,
UTAH,PA,0,,,
UTAH,REDACTED,0,,,
UTAH,RI,0,,,
UTAH,SC,0,,,
UTAH,SD,0,,,
UTAH,TN,0,,,
UTAH,TX,0,,,
UTAH,UT,14978,89139.64,73939.0,11.39
UTAH,VA,0,,,
UTAH,VT,0,,,
UTAH,WA,0,,,
UTAH,WI,0,,,
UTAH,WV,0,,,
UTAH,WY,0,,,
VERMONT,*,0,,,
VERMONT,AK,0,,,
VERMONT,AL,0,,,
VERMONT,AR,0,,,
VERMONT,AZ,0,,,
VERMONT,CA,0,,,
VERMONT,CO,0,,,
VERMONT,CT,0,,,
VERMONT,DC,0,,,
VERMONT,DE,0,,,
VERMONT,FL,0,,,
VERMONT,GA,0,,,
VERMONT,HI,0,,,
VERMONT,IA,0,,,
VERMONT,ID,0,,,
VERMONT,IL,0,,,
VERMONT,IN,0,,,
VERMONT,KS,0,,,
VERMONT,KY,0,,,
VERMONT,LA,0,,,
VERMONT,MA,0,,,
VERMONT,MD,0,,,
VERMONT,ME,0,,,
VERMONT,MI,0,,,
VERMONT,MN,0,,,
VERMONT,MO,0,,,
VERMONT,MS,0,,,
VERMONT,MT,0,,,
VERMONT,NC,0,,,
VERMONT,ND,0,,,
VERMONT,NDR,0,,,
VERMONT,NE,0,,,
VERMONT,NH,0,,,
VERMONT,NJ,0,,,
VERMONT,NM,0,,,
VERMONT,NV,0,,,
VERMONT,NY,0,,,
VERMONT,OH,0,,,
VERMONT,OK,0,,,
VERMONT,OR,0,,,
VERMONT,PA,0,,,
VERMONT,REDACTED,0,,,
VERMONT,RI,0,,,
VERMONT,SC,0,,,
VERMONT,SD,0,,,
VERMONT,TN,0,,,
VERMONT,TX,0,,,
VERMONT,UT,0,,,
VERMONT,VA,0,,,
VERMONT,VT,2500,115993.18,109068.0,11.12
VERMONT,WA,0,,,
VERMONT,WI,0,,,
VERMONT,WV,0,,,
VERMONT,WY,0,,,
VIRGINIA,*,0,,,
VIRGINIA,AK,0,,,
VIRGINIA,AL,0,,,
VIRGINIA,AR,0,,,
VIRGINIA,AZ,0,,,
VIRGINIA,CA,0,,,
VIRGINIA,CO,0,,,
VIRGINIA,CT,0,,,
VIRGINIA,DC,0,,,
VIRGINIA,DE,0,,,
VIRGINIA,FL,0,,,
VIRGINIA,GA,0,,,
VIRGINIA,HI,0,,,
VIRGINIA,IA,0,,,
VIRGINIA,ID,0,,,
VIRGINIA,IL,0,,,
VIRGINIA,IN,0,,,
VIRGINIA,KS,0,,,
VIRGINIA,KY,0,,,
VIRGINIA,LA,0,,,
VIRGINIA,MA,0,,,
VIRGINIA,MD,0,,,
VIRGINIA,ME,0,,,
VIRGINIA,MI,0,,,
VIRGINIA,MN,0,,,
VIRGINIA,MO,0,,,
VIRGINIA,MS,0,,,
VIRGINIA,MT,0,,,
VIRGINIA,NC,0,,,
VIRGINIA,ND,0,,,
VIRGINIA,NDR,0,,,
VIRGINIA,NE,0,,,
VIRGINIA,NH,0,,,
VIRGINIA,NJ,0,,,
VIRGINIA,NM,0,,,
VIRGINIA,NV,0,,,
VIRGINIA,NY,0,,,
VIRGINIA,OH,0,,,
VIRGINIA,OK,0,,,
VIRGINIA,OR,0,,,
VIRGINIA,PA,0,,,
VIRGINIA,REDACTED,0,,,
VIRGINIA,RI,0,,,
VIRGINIA,SC,0,,,
VIRGINIA,SD,0,,,
VIRGINIA,TN,0,,,
VIRGINIA,TX,0,,,
VIRGINIA,UT,0,,,
