agency,agency_code,count_sum,pay_numeric_mean,pay_numeric_median,pay_numeric_std,length_of_service_years_mean,length_of_service_years_median,grade_numeric_mean,is_redacted_sum
ADMIN CONFERENCE OF THE UNITED STATES,AA,10,156681.6,154362.0,44331.1,10.42,4.2,9.2,0
ADMIN CONFERENCE OF THE UNITED STATES,AB,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,AF,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,AG,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,AH,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,AM,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,AN,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,AP,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,AR,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,AU,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,AW,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,BD,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,BF,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,BG,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,BH,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,BK,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,BO,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,BT,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,BW,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,CC,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,CE,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,CF,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,CM,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,CT,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,CU,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,CX,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,DA,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,DB,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,DD,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,DG,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,DJ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,DL,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,DN,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,DO,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,DQ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,EB,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,EC,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,ED,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,EE,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,EO,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,EP,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,EQ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,EW,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FC,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FD,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FI,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FJ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FK,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FL,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FM,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FQ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FR,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FT,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,FW,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GB,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GC,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GE,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GG,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GJ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GQ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GS,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GU,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GW,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GX,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,GY,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,HB,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,HD,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,HE,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,HF,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,HP,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,HS,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,HT,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,HU,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,HW,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,IB,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,IF,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,IG,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,IN,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,JL,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,KS,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,KY,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,LF,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,LP,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,MA,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,MC,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,MI,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NF,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NK,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NL,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NM,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NN,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NP,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NQ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NS,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NU,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,NV,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,OM,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,OS,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,PU,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,QQ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,RF,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,RH,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,RJ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,RO,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,RR,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,RS,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,SB,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,SE,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,SK,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,SM,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,SS,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,ST,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,SZ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,TB,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,TC,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,TD,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,TN,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,TR,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,TS,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,TW,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,UJ,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,UT,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,VA,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,VD,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,WK,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,WU,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,ZP,0,,,,,,,0
ADMIN CONFERENCE OF THE UNITED STATES,ZS,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AA,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AB,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AF,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AG,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AH,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AM,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AN,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AP,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AR,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AU,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,AW,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,BD,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,BF,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,BG,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,BH,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,BK,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,BO,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,BT,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,BW,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,CC,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,CE,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,CF,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,CM,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,CT,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,CU,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,CX,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,DA,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,DB,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,DD,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,DG,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,DJ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,DL,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,DN,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,DO,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,DQ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,EB,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,EC,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,ED,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,EE,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,EO,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,EP,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,EQ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,EW,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FC,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FD,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FI,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FJ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FK,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FL,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FM,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FQ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FR,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FT,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,FW,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GB,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GC,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GE,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GG,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GJ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GQ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GS,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GU,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GW,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GX,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,GY,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,HB,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,HD,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,HE,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,HF,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,HP,32,137471.59,142959.0,50217.01,10.51,8.95,11.53,0
ADV COUNCIL ON HISTORIC PRESERVATION,HS,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,HT,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,HU,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,HW,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,IB,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,IF,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,IG,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,IN,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,JL,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,KS,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,KY,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,LF,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,LP,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,MA,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,MC,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,MI,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NF,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NK,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NL,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NM,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NN,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NP,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NQ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NS,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NU,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,NV,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,OM,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,OS,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,PU,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,QQ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,RF,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,RH,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,RJ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,RO,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,RR,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,RS,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,SB,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,SE,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,SK,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,SM,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,SS,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,ST,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,SZ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,TB,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,TC,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,TD,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,TN,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,TR,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,TS,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,TW,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,UJ,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,UT,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,VA,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,VD,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,WK,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,WU,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,ZP,0,,,,,,,0
ADV COUNCIL ON HISTORIC PRESERVATION,ZS,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AA,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AB,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AF,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AG,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AH,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AM,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AN,23,121654.35,118304.0,39041.29,12.02,8.2,12.22,0
AFRICAN DEVELOPMENT FOUNDATION,AP,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AR,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AU,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,AW,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,BD,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,BF,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,BG,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,BH,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,BK,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,BO,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,BT,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,BW,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,CC,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,CE,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,CF,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,CM,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,CT,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,CU,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,CX,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,DA,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,DB,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,DD,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,DG,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,DJ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,DL,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,DN,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,DO,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,DQ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,EB,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,EC,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,ED,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,EE,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,EO,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,EP,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,EQ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,EW,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FC,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FD,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FI,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FJ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FK,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FL,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FM,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FQ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FR,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FT,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,FW,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GB,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GC,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GE,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GG,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GJ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GQ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GS,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GU,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GW,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GX,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,GY,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,HB,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,HD,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,HE,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,HF,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,HP,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,HS,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,HT,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,HU,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,HW,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,IB,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,IF,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,IG,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,IN,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,JL,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,KS,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,KY,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,LF,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,LP,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,MA,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,MC,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,MI,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NF,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NK,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NL,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NM,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NN,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NP,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NQ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NS,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NU,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,NV,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,OM,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,OS,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,PU,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,QQ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,RF,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,RH,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,RJ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,RO,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,RR,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,RS,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,SB,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,SE,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,SK,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,SM,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,SS,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,ST,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,SZ,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,TB,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,TC,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,TD,0,,,,,,,0
AFRICAN DEVELOPMENT FOUNDATION,TN,0,,,,,,,0
